mp_id,parliament_house,mp_name,state,constituency,elected_nominated,allocated_amount
MP_RS_26,Rajya Sabha,Sandeep Kumar Pathak,Punjab,,Elected MP,232203454.24
MP_RS_27,Rajya Sabha,Sangeeta Balwant,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_28,Rajya Sabha,Santrupt Misra,Odisha,,Elected MP,49000000.0
MP_RS_29,Rajya Sabha,Sarfraz Ahmad,Jharkhand,,Elected MP,178564551.09
MP_RS_30,Rajya Sabha,Sasmit Patra,Odisha,,Elected MP,196063957.11
MP_RS_31,Rajya Sabha,Satish Poonia,Rajasthan,,Elected MP,49000000.0
MP_RS_32,Rajya Sabha,Sikander Kumar,Himachal Pradesh,,Elected MP,207863957.11
MP_RS_33,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_34,Rajya Sabha,Syed Naseer Hussain,Karnataka,,Elected MP,147000000.0
MP_RS_35,Rajya Sabha,V. Sivadasan,Kerala,,Elected MP,276720323.27
MP_RS_36,Rajya Sabha,Vikramjit Singh Sahney,Punjab,,Elected MP,198656208.57000002
MP_RS_37,Rajya Sabha,Ms. Dola Sen,West Bengal,,Elected MP,171500000.0
MP_RS_38,Rajya Sabha,Ms. Swati Maliwal,Delhi,,Elected MP,147000000.0
MP_RS_39,Rajya Sabha,Prof. Manoj Kumar Jha,Bihar,,Elected MP,191620112.11
MP_RS_40,Rajya Sabha,Prof. Ram Gopal Yadav,Uttar Pradesh,,Elected MP,221271395.11
MP_RS_41,Rajya Sabha,A. A. Rahim,Kerala,,Elected MP,220563957.11
MP_RS_42,Rajya Sabha,Abdul Wahab,Kerala,,Elected MP,310898953.29
MP_RS_43,Rajya Sabha,Aditya Prasad,Jharkhand,,Elected MP,227628508.2
MP_RS_44,Rajya Sabha,Ajay Makan,Karnataka,,Elected MP,147000000.0
MP_RS_45,Rajya Sabha,Akhilesh Prasad Singh,Bihar,,Elected MP,186200000.0
MP_RS_46,Rajya Sabha,Amar Pal Maurya,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_47,Rajya Sabha,Anil Kumar Yadav Mandadi,Telangana,,Elected MP,147000000.0
MP_RS_48,Rajya Sabha,Anurag Sharma,Himachal Pradesh,,Elected MP,49000000.0
MP_RS_49,Rajya Sabha,Arun Singh,Uttar Pradesh,,Elected MP,223492764.11
MP_RS_50,Rajya Sabha,Ashok Singh,Madhya Pradesh,,Elected MP,147000000.0
MP_RS_51,Rajya Sabha,Ashokrao Shankarrao Chavan,Maharashtra,,Elected MP,147000000.0
MP_RS_52,Rajya Sabha,Ashwini Vaishnaw,Odisha,,Elected MP,265563957.11
MP_RS_53,Rajya Sabha,B. Parthasaradhi Reddy,Telangana,,Elected MP,244365104.0
MP_RS_54,Rajya Sabha,B.L. Verma,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_55,Rajya Sabha,Babubhai Jesangbhai Desai,Gujarat,,Elected MP,171500000.0
MP_RS_56,Rajya Sabha,Baburam Nishad,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_57,Rajya Sabha,Baidyanath Ram,Jharkhand,,Elected MP,49000000.0
MP_RS_58,Rajya Sabha,Balyogi Umeshnath,Madhya Pradesh,,Elected MP,147000000.0
MP_RS_59,Rajya Sabha,Banshilal Gurjar,Madhya Pradesh,,Elected MP,147000000.0
MP_RS_60,Rajya Sabha,Bhashyam Rama Krishna,Andhra Pradesh,,Elected MP,49000000.0
MP_RS_61,Rajya Sabha,Birendra Prasad Baishya,Assam,,Elected MP,98000000.0
MP_RS_62,Rajya Sabha,Brij Lal,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_63,Rajya Sabha,C. Sadanandan Master,Kerala,,Nominated MP,73500000.0
MP_RS_64,Rajya Sabha,Chandrakant Damodar Handore,Maharashtra,,Elected MP,147000000.0
MP_RS_65,Rajya Sabha,Chowdry Mohammad Ramzan,Jammu And Kashmir,,Elected MP,73500000.0
MP_RS_66,Rajya Sabha,Christopher Manickam,Tamil Nadu,,Elected MP,49356476.5
MP_RS_67,Rajya Sabha,Chunnilal Garasiya,Rajasthan,,Elected MP,147000000.0
MP_RS_68,Rajya Sabha,Constandine Ravindran,Tamil Nadu,,Elected MP,49356476.5
MP_RS_69,Rajya Sabha,Damodar Rao Divakonda,Telangana,,Elected MP,239919406.11
MP_RS_70,Rajya Sabha,Debashish Samantaray,Odisha,,Elected MP,23800006.0
MP_RS_71,Rajya Sabha,Derek O' Brien,West Bengal,,Elected MP,171500000.0
MP_RS_72,Rajya Sabha,Devendra Pratap Singh,Chhattisgarh,,Elected MP,170837637.76
MP_RS_73,Rajya Sabha,Dhananjay Bhimrao Mahadik,Maharashtra,,Elected MP,220383643.11
MP_RS_74,Rajya Sabha,Dilip Kumar Ray,Odisha,,Elected MP,49000000.0
MP_RS_75,Rajya Sabha,Dorjee Tshering Lepcha,Sikkim,,Elected MP,150170726.11
MP_RS_76,Rajya Sabha,G.C. Chandrashekhar,Karnataka,,Elected MP,147000000.0
MP_RS_77,Rajya Sabha,Ghanshyam Tiwari,Rajasthan,,Elected MP,196063957.11
MP_RS_78,Rajya Sabha,Golla Baburao,Andhra Pradesh,,Elected MP,147000000.0
MP_RS_79,Rajya Sabha,Govindbhai Laljibhai Dholakia,Gujarat,,Elected MP,147000000.0
MP_RS_80,Rajya Sabha,Gulam Ali,Jammu And Kashmir,,Nominated MP,196063957.11
MP_RS_81,Rajya Sabha,Gurwinder Singh Oberoi,Jammu And Kashmir,,Elected MP,73500000.0
MP_RS_82,Rajya Sabha,Harbhajan Singh,Punjab,,Elected MP,220984094.27
MP_RS_83,Rajya Sabha,Hardeep Singh Puri,Uttar Pradesh,,Elected MP,226801049.11
MP_RS_84,Rajya Sabha,Haris Beeran,Kerala,,Elected MP,122500000.0
MP_RS_85,Rajya Sabha,Harsh Mahajan,Himachal Pradesh,,Elected MP,147000000.0
MP_RS_86,Rajya Sabha,Harsh Vardhan Shringla,West Bengal,,Nominated MP,73500000.0
MP_RS_87,Rajya Sabha,I.S. Inbadurai,Tamil Nadu,,Elected MP,89248285.42
MP_RS_88,Rajya Sabha,Ilaiyaraaja,Tamil Nadu,,Nominated MP,220563957.11
MP_RS_89,Rajya Sabha,Imran Pratapgarhi,Maharashtra,,Elected MP,196000000.0
MP_RS_90,Rajya Sabha,Jagat Prakash Nadda,Gujarat,,Elected MP,147000000.0
MP_RS_91,Rajya Sabha,Jaggesh,Karnataka,,Elected MP,196063957.11
MP_RS_92,Rajya Sabha,Jairam Ramesh,Karnataka,,Elected MP,220563957.11
MP_RS_93,Rajya Sabha,James Pangsang Kongkal Sangma,Meghalaya,,Elected MP,49000000.0
MP_RS_94,Rajya Sabha,Javed Ali Khan,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_95,Rajya Sabha,Jayant Chaudhary,Uttar Pradesh,,Elected MP,214074707.67000002
MP_RS_96,Rajya Sabha,Jogen Mohan,Assam,,Elected MP,49000000.0
MP_RS_97,Rajya Sabha,Jose K. Mani,Kerala,,Elected MP,122500000.0
MP_RS_98,Rajya Sabha,K.R.N. Rajeshkumar,Tamil Nadu,,Elected MP,238513975.53
MP_RS_99,Rajya Sabha,Kamal Haasan,Tamil Nadu,,Elected MP,89248285.42
MP_RS_100,Rajya Sabha,Kanad Purkayastha,Assam,,Elected MP,98000000.0
MP_RS_101,Rajya Sabha,Kapil Sibal,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_102,Rajya Sabha,Karamvir Singh Singh Boudh,Haryana,,Elected MP,49000000.0
MP_RS_103,Rajya Sabha,Kartikeya Sharma,Haryana,,Elected MP,196000000.0
MP_RS_104,Rajya Sabha,Kesridevsinh Jhala,Gujarat,,Elected MP,171500000.0
MP_RS_105,Rajya Sabha,Khiangte Laltluangkima,Mizoram,,Elected MP,24500000.0
MP_RS_106,Rajya Sabha,Khiru Mahto,Bihar,,Elected MP,235770091.81
MP_RS_107,Rajya Sabha,L. K. Sudhish,Tamil Nadu,,Elected MP,49356476.5
MP_RS_108,Rajya Sabha,Lahar Singh Siroya,Karnataka,,Elected MP,206278088.11
MP_RS_109,Rajya Sabha,Lingamaneni Ramesh,Andhra Pradesh,,Elected MP,49000000.0
MP_RS_110,Rajya Sabha,M. Nagaraja,Karnataka,,Elected MP,49000000.0
MP_RS_111,Rajya Sabha,Madan Rathore,Rajasthan,,Elected MP,147000000.0
MP_RS_112,Rajya Sabha,Mahendra Bhatt,Uttarakhand,,Elected MP,147000000.0
MP_RS_113,Rajya Sabha,Mahesh Kewat,Madhya Pradesh,,Elected MP,49000000.0
MP_RS_114,Rajya Sabha,Mallikarjun Kharge,Karnataka,,Elected MP,49063957.11
MP_RS_115,Rajya Sabha,Manan Kumar Mishra,Bihar,,Elected MP,235263957.11
MP_RS_116,Rajya Sabha,Manas Ranjan Mangaraj,Odisha,,Elected MP,196063957.11
MP_RS_117,Rajya Sabha,Manmohan Samal,Odisha,,Elected MP,49000000.0
MP_RS_118,Rajya Sabha,Mansoor Ali Khan,Karnataka,,Elected MP,49000000.0
MP_RS_119,Rajya Sabha,Masthan Rao Yadav Beedha,Andhra Pradesh,,Elected MP,171296045.11
MP_RS_120,Rajya Sabha,Mayankkumar Nayak,Gujarat,,Elected MP,147000000.0
MP_RS_121,Rajya Sabha,Meda Raghunadha Reddy,Andhra Pradesh,,Elected MP,147000000.0
MP_RS_122,Rajya Sabha,Milind Murli Deora,Maharashtra,,Elected MP,147000000.0
MP_RS_123,Rajya Sabha,Mithlesh Kumar,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_124,Rajya Sabha,Mohammed Nadimul Haque,West Bengal,,Elected MP,147000000.0
MP_RS_125,Rajya Sabha,Mukul Wasnik,Rajasthan,,Elected MP,196063957.11
MP_RS_126,Rajya Sabha,Nagendra Ray,West Bengal,,Elected MP,171500000.0
MP_RS_127,Rajya Sabha,Narain Dass Gupta,Delhi,,Elected MP,160837070.0
MP_RS_128,Rajya Sabha,Narayanasa K. Bhandage,Karnataka,,Elected MP,147450000.0
MP_RS_129,Rajya Sabha,Naresh Bansal,Uttarakhand,,Elected MP,222043184.71
MP_RS_130,Rajya Sabha,Naveen Jain,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_131,Rajya Sabha,Neeraj Dangi,Rajasthan,,Elected MP,49000000.0
MP_RS_132,Rajya Sabha,Neeraj Shekhar,Uttar Pradesh,,Elected MP,236483662.11
MP_RS_133,Rajya Sabha,Nitin Laxmanrao Jadhav Patil,Maharashtra,,Elected MP,122500000.0
MP_RS_134,Rajya Sabha,Nitin Nabin,Bihar,,Elected MP,49000000.0
MP_RS_135,Rajya Sabha,P. Chidambaram,Tamil Nadu,,Elected MP,236312242.52
MP_RS_136,Rajya Sabha,P. P. Suneer,Kerala,,Elected MP,122500000.0
MP_RS_137,Rajya Sabha,P. Wilson,Tamil Nadu,,Elected MP,89248285.42
MP_RS_138,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,220563957.11
MP_RS_139,Rajya Sabha,Paka Venkata Satyanarayana,Andhra Pradesh,,Elected MP,98000000.0
MP_RS_140,Rajya Sabha,Parth Ajit Pawar,Maharashtra,,Elected MP,49000000.0
MP_RS_141,Rajya Sabha,Pawan Khera,Karnataka,,Elected MP,49000000.0
MP_RS_142,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,178564551.09
MP_RS_143,Rajya Sabha,Praful Patel,Maharashtra,,Elected MP,147000000.0
MP_RS_144,Rajya Sabha,Prakash Chik Baraik,West Bengal,,Elected MP,49662892.0
MP_RS_145,Rajya Sabha,Pramod Boro,Assam,,Elected MP,49000000.0
MP_RS_146,Rajya Sabha,Pramod Tiwari,Rajasthan,,Elected MP,196063957.11
MP_RS_147,Rajya Sabha,Praveen Chakravarthy,Tamil Nadu,,Elected MP,49356476.5
MP_RS_148,Rajya Sabha,R. Dharmar,Tamil Nadu,,Elected MP,260812242.52
MP_RS_149,Rajya Sabha,R. Girirajan,Tamil Nadu,,Elected MP,236312242.52
MP_RS_150,Rajya Sabha,Raghav Chadha,Punjab,,Elected MP,237229207.25
MP_RS_151,Rajya Sabha,Rajeev Kumar,West Bengal,,Elected MP,49000000.0
MP_RS_152,Rajya Sabha,Rajeev Shukla,Chhattisgarh,,Elected MP,271174394.23
MP_RS_153,Rajya Sabha,Rajesh Parmanand Shukla,Gujarat,,Elected MP,49000000.0
MP_RS_154,Rajya Sabha,Rajib Bhattacharjee,Tripura,,Elected MP,122500000.0
MP_RS_155,Rajya Sabha,Rajinder Gupta,Punjab,,Elected MP,49000000.0
MP_RS_156,Rajya Sabha,Rajneesh Kumar Agrawal,Madhya Pradesh,,Elected MP,49000000.0
MP_RS_157,Rajya Sabha,Ram Nath Thakur,Bihar,,Elected MP,65673638.730000004
MP_RS_158,Rajya Sabha,Ramdas Bandu Athawale,Maharashtra,,Elected MP,49000000.0
MP_RS_159,Rajya Sabha,Ramji,Uttar Pradesh,,Elected MP,174518577.11
MP_RS_160,Rajya Sabha,Ramji Lal Suman,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_161,Rajya Sabha,Ramrao Sakharam Wadkute,Maharashtra,,Elected MP,49000000.0
MP_RS_162,Rajya Sabha,Randeep Singh Surjewala,Rajasthan,,Elected MP,196063957.11
MP_RS_163,Rajya Sabha,Ratanjit Pratap Narain Singh,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_164,Rajya Sabha,Ravi Chandra Vaddiraju,Telangana,,Elected MP,152732534.11
MP_RS_165,Rajya Sabha,Rwngwra Narzary,Assam,,Elected MP,220563957.11
MP_RS_166,Rajya Sabha,Ryaga Krishnaiah,Andhra Pradesh,,Elected MP,170413583.79
MP_RS_167,Rajya Sabha,S Niranjan Reddy,Andhra Pradesh,,Elected MP,224621383.11
MP_RS_168,Rajya Sabha,S. Jaishankar,Gujarat,,Elected MP,171500000.0
MP_RS_169,Rajya Sabha,S. Kalyanasundaram,Tamil Nadu,,Elected MP,239763792.52
MP_RS_170,Rajya Sabha,S. Selvaganabathy,Puducherry,,Elected MP,292881856.49
MP_RS_171,Rajya Sabha,S.R. Sivalingam,Tamil Nadu,,Elected MP,89248285.42
MP_RS_172,Rajya Sabha,Sadanand Mhalu Shet Tanavade,Goa,,Elected MP,171500000.0
MP_RS_173,Rajya Sabha,Sajjad Ahmad Kichloo,Jammu And Kashmir,,Elected MP,73500000.0
MP_RS_174,Rajya Sabha,Samik Bhattacharya,West Bengal,,Elected MP,147000000.0
MP_RS_175,Rajya Sabha,Samirul Islam,West Bengal,,Elected MP,171500000.0
MP_RS_176,Rajya Sabha,Sana Sathish Babu,Andhra Pradesh,,Elected MP,49063978.0
MP_RS_177,Rajya Sabha,Sandosh Kumar P,Kerala,,Elected MP,220563957.11
MP_RS_178,Rajya Sabha,Sanjay Bhatia,Haryana,,Elected MP,49000000.0
MP_RS_179,Rajya Sabha,Sanjay Kumar Jha,Bihar,,Elected MP,186200000.0
MP_RS_180,Rajya Sabha,Sanjay Raut,Maharashtra,,Elected MP,196063957.11
MP_RS_181,Rajya Sabha,Sanjay Seth,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_182,Rajya Sabha,Sanjay Singh,Delhi,,Elected MP,184466426.11
MP_RS_183,Rajya Sabha,Sanjay Yadav,Bihar,,Elected MP,186200000.0
MP_RS_184,Rajya Sabha,Sant Balbir Singh,Punjab,,Elected MP,196359074.44000003
MP_RS_185,Rajya Sabha,Sat Paul Sharma,Jammu And Kashmir,,Elected MP,73500000.0
MP_RS_186,Rajya Sabha,Satish Chandra Dubey,Bihar,,Elected MP,235263957.11
MP_RS_187,Rajya Sabha,Satnam Singh Sandhu,Chandigarh,,Nominated MP,147000000.0
MP_RS_188,Rajya Sabha,Shambhu Sharan Patel,Bihar,,Elected MP,237168443.49
MP_RS_189,Rajya Sabha,Shivesh Kumar,Bihar,,Elected MP,49000000.0
MP_RS_190,Rajya Sabha,Subhash Barala,Haryana,,Elected MP,147000000.0
MP_RS_191,Rajya Sabha,Subhasish Khuntia,Odisha,,Elected MP,147000000.0
MP_RS_192,Rajya Sabha,Sujeet Kumar,Odisha,,Elected MP,49000000.0
MP_RS_193,Rajya Sabha,Surendra Singh Nagar,Uttar Pradesh,,Elected MP,220563957.11
MP_RS_194,Rajya Sabha,Tai Tagak,Arunachal Pradesh,,Elected MP,49000000.0
MP_RS_195,Rajya Sabha,Tarun Chugh,Madhya Pradesh,,Elected MP,49000000.0
MP_RS_196,Rajya Sabha,Tejveer Singh,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_197,Rajya Sabha,Terash Gowalla,Assam,,Elected MP,49000000.0
MP_RS_198,Rajya Sabha,Tiruchi Siva,Tamil Nadu,,Elected MP,49356476.5
MP_RS_199,Rajya Sabha,Ujjwal Deorao Nikam,Maharashtra,,Nominated MP,73500000.0
MP_RS_200,Rajya Sabha,Upendra Kushwaha,Bihar,,Elected MP,49000000.0
MP_RS_201,Rajya Sabha,V. Vijayendra Prasad,Andhra Pradesh,,Nominated MP,196063957.11
MP_RS_202,Rajya Sabha,Vijay Chintakayala,Andhra Pradesh,,Elected MP,49000000.0
MP_RS_203,Rajya Sabha,Vinod Shridhar Tawde,Maharashtra,,Elected MP,49000000.0
MP_RS_204,Rajya Sabha,Vivek K. Tankha,Madhya Pradesh,,Elected MP,220563957.11
MP_RS_205,Rajya Sabha,Yerram Venkata Subba Reddy,Andhra Pradesh,,Elected MP,147000000.0
MP_RS_206,Rajya Sabha,Adhikarimayum Sharda Devi,Manipur,,Elected MP,49000000.0
MP_RS_207,Rajya Sabha,Darshana Singh,Uttar Pradesh,,Elected MP,196994373.87
MP_RS_208,Rajya Sabha,Geeta Alias Chandraprabha,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_209,Rajya Sabha,Jaya Amitabh Bachchan,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_210,Rajya Sabha,Jebi Mather Hisham,Kerala,,Elected MP,220563957.11
MP_RS_211,Rajya Sabha,Laxmi Verma,Chhattisgarh,,Elected MP,49000000.0
MP_RS_212,Rajya Sabha,Mahua Maji,Jharkhand,,Elected MP,232524001.2
MP_RS_213,Rajya Sabha,Mamata Thakur,West Bengal,,Elected MP,147000000.0
MP_RS_214,Rajya Sabha,Maya Chintaman Ivnate,Maharashtra,,Elected MP,49000000.0
MP_RS_215,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,147000000.0
MP_RS_216,Rajya Sabha,Nirmala Sitharaman,Karnataka,,Elected MP,215972051.45
MP_RS_217,Rajya Sabha,P. T. Usha,Kerala,,Nominated MP,196063957.11
MP_RS_218,Rajya Sabha,Phulo Devi Netam,Chhattisgarh,,Elected MP,49000000.0
MP_RS_219,Rajya Sabha,Rajathi,Tamil Nadu,,Elected MP,89248285.42
MP_RS_220,Rajya Sabha,Ranjeet Ranjan,Chhattisgarh,,Elected MP,246780257.87
MP_RS_221,Rajya Sabha,Rekha Sharma,Haryana,,Elected MP,98000000.0
MP_RS_222,Rajya Sabha,Renuka Chowdhury,Telangana,,Elected MP,147000000.0
MP_RS_223,Rajya Sabha,S. Phangnon Konyak,Nagaland,,Elected MP,206563957.11
MP_RS_224,Rajya Sabha,Sadhna Singh,Uttar Pradesh,,Elected MP,147000000.0
MP_RS_225,Rajya Sabha,Sagarika Ghose,West Bengal,,Elected MP,147000000.0
MP_RS_226,Rajya Sabha,Sangeeta Yadav,Uttar Pradesh,,Elected MP,196063957.11
MP_RS_227,Rajya Sabha,Seema Dwivedi,Uttar Pradesh,,Elected MP,173830159.11
MP_RS_228,Rajya Sabha,Sonia Gandhi,Rajasthan,,Elected MP,147000000.0
MP_RS_229,Rajya Sabha,Sudha Murty,Karnataka,,Nominated MP,147000000.0
MP_RS_230,Rajya Sabha,Sulata Deo,Odisha,,Elected MP,196084721.4
MP_RS_231,Rajya Sabha,Sumitra Balmik,Madhya Pradesh,,Elected MP,196063957.11
